tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 4122.0,             Human number: 0,             Zombie number: 105
tick: 4123.0,             Human number: 0,             Zombie number: 105
tick: 4124.0,             Human number: 0,             Zombie number: 105
tick: 4125.0,             Human number: 0,             Zombie number: 105
tick: 4126.0,             Human number: 0,             Zombie number: 105
tick: 4127.0,             Human number: 0,             Zombie number: 105
tick: 4128.0,             Human number: 0,             Zombie number: 105
tick: 4129.0,             Human number: 0,             Zombie number: 105
tick: 4130.0,             Human number: 0,             Zombie number: 105
tick: 4131.0,             Human number: 0,             Zombie number: 105
tick: 4132.0,             Human number: 0,             Zombie number: 105
tick: 4133.0,             Human number: 0,             Zombie number: 105
tick: 4134.0,             Human number: 0,             Zombie number: 105
tick: 4135.0,             Human number: 0,             Zombie number: 105
tick: 4136.0,             Human number: 0,             Zombie number: 105
tick: 4137.0,             Human number: 0,             Zombie number: 105
tick: 4138.0,             Human number: 0,             Zombie number: 105
tick: 4139.0,             Human number: 0,             Zombie number: 105
tick: 4140.0,             Human number: 0,             Zombie number: 105
tick: 4141.0,             Human number: 0,             Zombie number: 105
tick: 4142.0,             Human number: 0,             Zombie number: 105
tick: 4143.0,             Human number: 0,             Zombie number: 105
tick: 4144.0,             Human number: 0,             Zombie number: 105
tick: 4145.0,             Human number: 0,             Zombie number: 105
tick: 4146.0,             Human number: 0,             Zombie number: 105
tick: 4147.0,             Human number: 0,             Zombie number: 105
tick: 4148.0,             Human number: 0,             Zombie number: 105
tick: 4149.0,             Human number: 0,             Zombie number: 105
tick: 4150.0,             Human number: 0,             Zombie number: 105
tick: 4151.0,             Human number: 0,             Zombie number: 105
tick: 4152.0,             Human number: 0,             Zombie number: 105
tick: 4153.0,             Human number: 0,             Zombie number: 105
tick: 4154.0,             Human number: 0,             Zombie number: 105
tick: 4155.0,             Human number: 0,             Zombie number: 105
tick: 4156.0,             Human number: 0,             Zombie number: 105
tick: 4157.0,             Human number: 0,             Zombie number: 105
tick: 4158.0,             Human number: 0,             Zombie number: 105
tick: 4159.0,             Human number: 0,             Zombie number: 105
tick: 4160.0,             Human number: 0,             Zombie number: 105
tick: 4161.0,             Human number: 0,             Zombie number: 105
tick: 4162.0,             Human number: 0,             Zombie number: 105
tick: 4163.0,             Human number: 0,             Zombie number: 105
tick: 4164.0,             Human number: 0,             Zombie number: 105
tick: 4165.0,             Human number: 0,             Zombie number: 105
tick: 4166.0,             Human number: 0,             Zombie number: 105
tick: 4167.0,             Human number: 0,             Zombie number: 105
tick: 4168.0,             Human number: 0,             Zombie number: 105
tick: 4169.0,             Human number: 0,             Zombie number: 105
tick: 4170.0,             Human number: 0,             Zombie number: 105
tick: 4171.0,             Human number: 0,             Zombie number: 105
tick: 4172.0,             Human number: 0,             Zombie number: 105
tick: 4173.0,             Human number: 0,             Zombie number: 105
tick: 4174.0,             Human number: 0,             Zombie number: 105
tick: 4175.0,             Human number: 0,             Zombie number: 105
tick: 4176.0,             Human number: 0,             Zombie number: 105
tick: 4177.0,             Human number: 0,             Zombie number: 105
tick: 4178.0,             Human number: 0,             Zombie number: 105
tick: 4179.0,             Human number: 0,             Zombie number: 105
tick: 4180.0,             Human number: 0,             Zombie number: 105
tick: 4181.0,             Human number: 0,             Zombie number: 105
tick: 4182.0,             Human number: 0,             Zombie number: 105
tick: 4183.0,             Human number: 0,             Zombie number: 105
tick: 4184.0,             Human number: 0,             Zombie number: 105
tick: 4185.0,             Human number: 0,             Zombie number: 105
tick: 4186.0,             Human number: 0,             Zombie number: 105
tick: 4187.0,             Human number: 0,             Zombie number: 105
tick: 4188.0,             Human number: 0,             Zombie number: 105
tick: 4189.0,             Human number: 0,             Zombie number: 105
tick: 4190.0,             Human number: 0,             Zombie number: 105
tick: 4191.0,             Human number: 0,             Zombie number: 105
tick: 4192.0,             Human number: 0,             Zombie number: 105
tick: 4193.0,             Human number: 0,             Zombie number: 105
tick: 4194.0,             Human number: 0,             Zombie number: 105
tick: 4195.0,             Human number: 0,             Zombie number: 105
tick: 4196.0,             Human number: 0,             Zombie number: 105
tick: 4197.0,             Human number: 0,             Zombie number: 105
tick: 4198.0,             Human number: 0,             Zombie number: 105
tick: 4199.0,             Human number: 0,             Zombie number: 105
tick: 4200.0,             Human number: 0,             Zombie number: 105
tick: 4201.0,             Human number: 0,             Zombie number: 105
tick: 4202.0,             Human number: 0,             Zombie number: 105
tick: 4203.0,             Human number: 0,             Zombie number: 105
tick: 4204.0,             Human number: 0,             Zombie number: 105
tick: 4205.0,             Human number: 0,             Zombie number: 105
tick: 4206.0,             Human number: 0,             Zombie number: 105
tick: 4207.0,             Human number: 0,             Zombie number: 105
tick: 4208.0,             Human number: 0,             Zombie number: 105
tick: 4209.0,             Human number: 0,             Zombie number: 105
tick: 4210.0,             Human number: 0,             Zombie number: 105
tick: 4211.0,             Human number: 0,             Zombie number: 105
tick: 4212.0,             Human number: 0,             Zombie number: 105
tick: 4213.0,             Human number: 0,             Zombie number: 105
tick: 4214.0,             Human number: 0,             Zombie number: 105
tick: 4215.0,             Human number: 0,             Zombie number: 105
tick: 4216.0,             Human number: 0,             Zombie number: 105
tick: 4217.0,             Human number: 0,             Zombie number: 105
tick: 4218.0,             Human number: 0,             Zombie number: 105
tick: 4219.0,             Human number: 0,             Zombie number: 105
tick: 4220.0,             Human number: 0,             Zombie number: 105
tick: 4221.0,             Human number: 0,             Zombie number: 105
tick: 4222.0,             Human number: 0,             Zombie number: 105
tick: 4223.0,             Human number: 0,             Zombie number: 105
tick: 4224.0,             Human number: 0,             Zombie number: 105
tick: 4225.0,             Human number: 0,             Zombie number: 105
tick: 4226.0,             Human number: 0,             Zombie number: 105
tick: 4227.0,             Human number: 0,             Zombie number: 105
tick: 4228.0,             Human number: 0,             Zombie number: 105
tick: 4229.0,             Human number: 0,             Zombie number: 105
tick: 4230.0,             Human number: 0,             Zombie number: 105
tick: 4231.0,             Human number: 0,             Zombie number: 105
tick: 4232.0,             Human number: 0,             Zombie number: 105
tick: 4233.0,             Human number: 0,             Zombie number: 105
tick: 4234.0,             Human number: 0,             Zombie number: 105
tick: 4235.0,             Human number: 0,             Zombie number: 105
tick: 4236.0,             Human number: 0,             Zombie number: 105
tick: 4237.0,             Human number: 0,             Zombie number: 105
tick: 4238.0,             Human number: 0,             Zombie number: 105
tick: 4239.0,             Human number: 0,             Zombie number: 105
tick: 4240.0,             Human number: 0,             Zombie number: 105
tick: 4241.0,             Human number: 0,             Zombie number: 105
tick: 4242.0,             Human number: 0,             Zombie number: 105
tick: 4243.0,             Human number: 0,             Zombie number: 105
tick: 4244.0,             Human number: 0,             Zombie number: 105
tick: 4245.0,             Human number: 0,             Zombie number: 105
tick: 4246.0,             Human number: 0,             Zombie number: 105
tick: 4247.0,             Human number: 0,             Zombie number: 105
tick: 4248.0,             Human number: 0,             Zombie number: 105
tick: 4249.0,             Human number: 0,             Zombie number: 105
tick: 4250.0,             Human number: 0,             Zombie number: 105
tick: 4251.0,             Human number: 0,             Zombie number: 105
tick: 4252.0,             Human number: 0,             Zombie number: 105
tick: 4253.0,             Human number: 0,             Zombie number: 105
tick: 4254.0,             Human number: 0,             Zombie number: 105
tick: 4255.0,             Human number: 0,             Zombie number: 105
tick: 4256.0,             Human number: 0,             Zombie number: 105
tick: 4257.0,             Human number: 0,             Zombie number: 105
tick: 4258.0,             Human number: 0,             Zombie number: 105
tick: 4259.0,             Human number: 0,             Zombie number: 105
tick: 4260.0,             Human number: 0,             Zombie number: 105
tick: 4261.0,             Human number: 0,             Zombie number: 105
tick: 4262.0,             Human number: 0,             Zombie number: 105
tick: 4263.0,             Human number: 0,             Zombie number: 105
tick: 4264.0,             Human number: 0,             Zombie number: 105
tick: 4265.0,             Human number: 0,             Zombie number: 105
tick: 4266.0,             Human number: 0,             Zombie number: 105
tick: 4267.0,             Human number: 0,             Zombie number: 105
tick: 4268.0,             Human number: 0,             Zombie number: 105
tick: 4269.0,             Human number: 0,             Zombie number: 105
tick: 4270.0,             Human number: 0,             Zombie number: 105
tick: 4271.0,             Human number: 0,             Zombie number: 105
tick: 4272.0,             Human number: 0,             Zombie number: 105
tick: 4273.0,             Human number: 0,             Zombie number: 105
tick: 4274.0,             Human number: 0,             Zombie number: 105
tick: 4275.0,             Human number: 0,             Zombie number: 105
tick: 4276.0,             Human number: 0,             Zombie number: 105
tick: 4277.0,             Human number: 0,             Zombie number: 105
tick: 4278.0,             Human number: 0,             Zombie number: 105
tick: 4279.0,             Human number: 0,             Zombie number: 105
tick: 4280.0,             Human number: 0,             Zombie number: 105
tick: 4281.0,             Human number: 0,             Zombie number: 105
tick: 4282.0,             Human number: 0,             Zombie number: 105
tick: 4283.0,             Human number: 0,             Zombie number: 105
tick: 4284.0,             Human number: 0,             Zombie number: 105
tick: 4285.0,             Human number: 0,             Zombie number: 105
tick: 4286.0,             Human number: 0,             Zombie number: 105
tick: 4287.0,             Human number: 0,             Zombie number: 105
tick: 4288.0,             Human number: 0,             Zombie number: 105
tick: 4289.0,             Human number: 0,             Zombie number: 105
tick: 4290.0,             Human number: 0,             Zombie number: 105
tick: 4291.0,             Human number: 0,             Zombie number: 105
tick: 4292.0,             Human number: 0,             Zombie number: 105
tick: 4293.0,             Human number: 0,             Zombie number: 105
tick: 4294.0,             Human number: 0,             Zombie number: 105
tick: 4295.0,             Human number: 0,             Zombie number: 105
tick: 4296.0,             Human number: 0,             Zombie number: 105
tick: 4297.0,             Human number: 0,             Zombie number: 105
tick: 4298.0,             Human number: 0,             Zombie number: 105
tick: 4299.0,             Human number: 0,             Zombie number: 105
tick: 4300.0,             Human number: 0,             Zombie number: 105
tick: 4301.0,             Human number: 0,             Zombie number: 105
tick: 4302.0,             Human number: 0,             Zombie number: 105
tick: 4303.0,             Human number: 0,             Zombie number: 105
tick: 4304.0,             Human number: 0,             Zombie number: 105
tick: 4305.0,             Human number: 0,             Zombie number: 105
tick: 4306.0,             Human number: 0,             Zombie number: 105
tick: 4307.0,             Human number: 0,             Zombie number: 105
tick: 4308.0,             Human number: 0,             Zombie number: 105
tick: 4309.0,             Human number: 0,             Zombie number: 105
tick: 4310.0,             Human number: 0,             Zombie number: 105
tick: 4311.0,             Human number: 0,             Zombie number: 105
tick: 4312.0,             Human number: 0,             Zombie number: 105
tick: 4313.0,             Human number: 0,             Zombie number: 105
tick: 4314.0,             Human number: 0,             Zombie number: 105
tick: 4315.0,             Human number: 0,             Zombie number: 105
tick: 4316.0,             Human number: 0,             Zombie number: 105
tick: 4317.0,             Human number: 0,             Zombie number: 105
tick: 4318.0,             Human number: 0,             Zombie number: 105
tick: 4319.0,             Human number: 0,             Zombie number: 105
tick: 4320.0,             Human number: 0,             Zombie number: 105
tick: 4321.0,             Human number: 0,             Zombie number: 105
tick: 4322.0,             Human number: 0,             Zombie number: 105
tick: 4323.0,             Human number: 0,             Zombie number: 105
tick: 4324.0,             Human number: 0,             Zombie number: 105
tick: 4325.0,             Human number: 0,             Zombie number: 105
tick: 4326.0,             Human number: 0,             Zombie number: 105
tick: 4327.0,             Human number: 0,             Zombie number: 105
tick: 4328.0,             Human number: 0,             Zombie number: 105
tick: 4329.0,             Human number: 0,             Zombie number: 105
tick: 4330.0,             Human number: 0,             Zombie number: 105
tick: 4331.0,             Human number: 0,             Zombie number: 105
tick: 4332.0,             Human number: 0,             Zombie number: 105
tick: 4333.0,             Human number: 0,             Zombie number: 105
tick: 4334.0,             Human number: 0,             Zombie number: 105
tick: 4335.0,             Human number: 0,             Zombie number: 105
tick: 4336.0,             Human number: 0,             Zombie number: 105
tick: 4337.0,             Human number: 0,             Zombie number: 105
tick: 4338.0,             Human number: 0,             Zombie number: 105
tick: 4339.0,             Human number: 0,             Zombie number: 105
tick: 4340.0,             Human number: 0,             Zombie number: 105
tick: 4341.0,             Human number: 0,             Zombie number: 105
tick: 4342.0,             Human number: 0,             Zombie number: 105
tick: 4343.0,             Human number: 0,             Zombie number: 105
tick: 4344.0,             Human number: 0,             Zombie number: 105
tick: 4345.0,             Human number: 0,             Zombie number: 105
tick: 4346.0,             Human number: 0,             Zombie number: 105
tick: 4347.0,             Human number: 0,             Zombie number: 105
tick: 4348.0,             Human number: 0,             Zombie number: 105
tick: 4349.0,             Human number: 0,             Zombie number: 105
tick: 4350.0,             Human number: 0,             Zombie number: 105
tick: 4351.0,             Human number: 0,             Zombie number: 105
tick: 4352.0,             Human number: 0,             Zombie number: 105
tick: 4353.0,             Human number: 0,             Zombie number: 105
tick: 4354.0,             Human number: 0,             Zombie number: 105
tick: 4355.0,             Human number: 0,             Zombie number: 105
tick: 4356.0,             Human number: 0,             Zombie number: 105
tick: 4357.0,             Human number: 0,             Zombie number: 105
tick: 4358.0,             Human number: 0,             Zombie number: 105
tick: 4359.0,             Human number: 0,             Zombie number: 105
tick: 4360.0,             Human number: 0,             Zombie number: 105
tick: 4361.0,             Human number: 0,             Zombie number: 105
tick: 4362.0,             Human number: 0,             Zombie number: 105
tick: 4363.0,             Human number: 0,             Zombie number: 105
tick: 4364.0,             Human number: 0,             Zombie number: 105
tick: 4365.0,             Human number: 0,             Zombie number: 105
tick: 4366.0,             Human number: 0,             Zombie number: 105
tick: 4367.0,             Human number: 0,             Zombie number: 105
tick: 4368.0,             Human number: 0,             Zombie number: 105
tick: 4369.0,             Human number: 0,             Zombie number: 105
tick: 4370.0,             Human number: 0,             Zombie number: 105
tick: 4371.0,             Human number: 0,             Zombie number: 105
tick: 4372.0,             Human number: 0,             Zombie number: 105
tick: 4373.0,             Human number: 0,             Zombie number: 105
tick: 4374.0,             Human number: 0,             Zombie number: 105
tick: 4375.0,             Human number: 0,             Zombie number: 105
tick: 4376.0,             Human number: 0,             Zombie number: 105
tick: 4377.0,             Human number: 0,             Zombie number: 105
tick: 4378.0,             Human number: 0,             Zombie number: 105
tick: 4379.0,             Human number: 0,             Zombie number: 105
tick: 4380.0,             Human number: 0,             Zombie number: 105
tick: 4381.0,             Human number: 0,             Zombie number: 105
tick: 4382.0,             Human number: 0,             Zombie number: 105
tick: 4383.0,             Human number: 0,             Zombie number: 105
tick: 4384.0,             Human number: 0,             Zombie number: 105
tick: 4385.0,             Human number: 0,             Zombie number: 105
tick: 4386.0,             Human number: 0,             Zombie number: 105
tick: 4387.0,             Human number: 0,             Zombie number: 105
tick: 4388.0,             Human number: 0,             Zombie number: 105
tick: 4389.0,             Human number: 0,             Zombie number: 105
tick: 4390.0,             Human number: 0,             Zombie number: 105
tick: 4391.0,             Human number: 0,             Zombie number: 105
tick: 4392.0,             Human number: 0,             Zombie number: 105
tick: 4393.0,             Human number: 0,             Zombie number: 105
tick: 4394.0,             Human number: 0,             Zombie number: 105
tick: 4395.0,             Human number: 0,             Zombie number: 105
tick: 4396.0,             Human number: 0,             Zombie number: 105
tick: 4397.0,             Human number: 0,             Zombie number: 105
tick: 4398.0,             Human number: 0,             Zombie number: 105
tick: 4399.0,             Human number: 0,             Zombie number: 105
tick: 4400.0,             Human number: 0,             Zombie number: 105
tick: 4401.0,             Human number: 0,             Zombie number: 105
tick: 4402.0,             Human number: 0,             Zombie number: 105
tick: 4403.0,             Human number: 0,             Zombie number: 105
tick: 4404.0,             Human number: 0,             Zombie number: 105
tick: 4405.0,             Human number: 0,             Zombie number: 105
tick: 4406.0,             Human number: 0,             Zombie number: 105
tick: 4407.0,             Human number: 0,             Zombie number: 105
tick: 4408.0,             Human number: 0,             Zombie number: 105
tick: 4409.0,             Human number: 0,             Zombie number: 105
tick: 4410.0,             Human number: 0,             Zombie number: 105
tick: 4411.0,             Human number: 0,             Zombie number: 105
tick: 4412.0,             Human number: 0,             Zombie number: 105
tick: 4413.0,             Human number: 0,             Zombie number: 105
tick: 4414.0,             Human number: 0,             Zombie number: 105
tick: 4415.0,             Human number: 0,             Zombie number: 105
tick: 4416.0,             Human number: 0,             Zombie number: 105
tick: 4417.0,             Human number: 0,             Zombie number: 105
tick: 4418.0,             Human number: 0,             Zombie number: 105
tick: 4419.0,             Human number: 0,             Zombie number: 105
tick: 4420.0,             Human number: 0,             Zombie number: 105
tick: 4421.0,             Human number: 0,             Zombie number: 105
tick: 4422.0,             Human number: 0,             Zombie number: 105
tick: 4423.0,             Human number: 0,             Zombie number: 105
tick: 4424.0,             Human number: 0,             Zombie number: 105
tick: 4425.0,             Human number: 0,             Zombie number: 105
tick: 4426.0,             Human number: 0,             Zombie number: 105
tick: 4427.0,             Human number: 0,             Zombie number: 105
tick: 4428.0,             Human number: 0,             Zombie number: 105
tick: 4429.0,             Human number: 0,             Zombie number: 105
tick: 4430.0,             Human number: 0,             Zombie number: 105
tick: 4431.0,             Human number: 0,             Zombie number: 105
tick: 4432.0,             Human number: 0,             Zombie number: 105
tick: 4433.0,             Human number: 0,             Zombie number: 105
tick: 4434.0,             Human number: 0,             Zombie number: 105
tick: 4435.0,             Human number: 0,             Zombie number: 105
tick: 4436.0,             Human number: 0,             Zombie number: 105
tick: 4437.0,             Human number: 0,             Zombie number: 105
tick: 4438.0,             Human number: 0,             Zombie number: 105
tick: 4439.0,             Human number: 0,             Zombie number: 105
tick: 4440.0,             Human number: 0,             Zombie number: 105
tick: 4441.0,             Human number: 0,             Zombie number: 105
tick: 4442.0,             Human number: 0,             Zombie number: 105
tick: 4443.0,             Human number: 0,             Zombie number: 105
tick: 4444.0,             Human number: 0,             Zombie number: 105
tick: 4445.0,             Human number: 0,             Zombie number: 105
tick: 4446.0,             Human number: 0,             Zombie number: 105
tick: 4447.0,             Human number: 0,             Zombie number: 105
tick: 4448.0,             Human number: 0,             Zombie number: 105
tick: 4449.0,             Human number: 0,             Zombie number: 105
tick: 4450.0,             Human number: 0,             Zombie number: 105
tick: 4451.0,             Human number: 0,             Zombie number: 105
tick: 4452.0,             Human number: 0,             Zombie number: 105
tick: 4453.0,             Human number: 0,             Zombie number: 105
tick: 4454.0,             Human number: 0,             Zombie number: 105
tick: 4455.0,             Human number: 0,             Zombie number: 105
tick: 4456.0,             Human number: 0,             Zombie number: 105
tick: 4457.0,             Human number: 0,             Zombie number: 105
tick: 4458.0,             Human number: 0,             Zombie number: 105
tick: 4459.0,             Human number: 0,             Zombie number: 105
tick: 4460.0,             Human number: 0,             Zombie number: 105
tick: 4461.0,             Human number: 0,             Zombie number: 105
tick: 4462.0,             Human number: 0,             Zombie number: 105
tick: 4463.0,             Human number: 0,             Zombie number: 105
tick: 4464.0,             Human number: 0,             Zombie number: 105
tick: 4465.0,             Human number: 0,             Zombie number: 105
tick: 4466.0,             Human number: 0,             Zombie number: 105
tick: 4467.0,             Human number: 0,             Zombie number: 105
tick: 4468.0,             Human number: 0,             Zombie number: 105
tick: 4469.0,             Human number: 0,             Zombie number: 105
tick: 4470.0,             Human number: 0,             Zombie number: 105
tick: 4471.0,             Human number: 0,             Zombie number: 105
tick: 4472.0,             Human number: 0,             Zombie number: 105
tick: 4473.0,             Human number: 0,             Zombie number: 105
tick: 4474.0,             Human number: 0,             Zombie number: 105
tick: 4475.0,             Human number: 0,             Zombie number: 105
tick: 4476.0,             Human number: 0,             Zombie number: 105
tick: 4477.0,             Human number: 0,             Zombie number: 105
tick: 4478.0,             Human number: 0,             Zombie number: 105
tick: 4479.0,             Human number: 0,             Zombie number: 105
tick: 4480.0,             Human number: 0,             Zombie number: 105
tick: 4481.0,             Human number: 0,             Zombie number: 105
tick: 4482.0,             Human number: 0,             Zombie number: 105
tick: 4483.0,             Human number: 0,             Zombie number: 105
tick: 4484.0,             Human number: 0,             Zombie number: 105
tick: 4485.0,             Human number: 0,             Zombie number: 105
tick: 4486.0,             Human number: 0,             Zombie number: 105
tick: 4487.0,             Human number: 0,             Zombie number: 105
tick: 4488.0,             Human number: 0,             Zombie number: 105
tick: 4489.0,             Human number: 0,             Zombie number: 105
tick: 4490.0,             Human number: 0,             Zombie number: 105
tick: 4491.0,             Human number: 0,             Zombie number: 105
tick: 4492.0,             Human number: 0,             Zombie number: 105
tick: 4493.0,             Human number: 0,             Zombie number: 105
tick: 4494.0,             Human number: 0,             Zombie number: 105
tick: 4495.0,             Human number: 0,             Zombie number: 105
tick: 4496.0,             Human number: 0,             Zombie number: 105
tick: 4497.0,             Human number: 0,             Zombie number: 105
tick: 4498.0,             Human number: 0,             Zombie number: 105
tick: 4499.0,             Human number: 0,             Zombie number: 105
tick: 4500.0,             Human number: 0,             Zombie number: 105
tick: 4501.0,             Human number: 0,             Zombie number: 105
tick: 4502.0,             Human number: 0,             Zombie number: 105
tick: 4503.0,             Human number: 0,             Zombie number: 105
tick: 4504.0,             Human number: 0,             Zombie number: 105
tick: 4505.0,             Human number: 0,             Zombie number: 105
tick: 4506.0,             Human number: 0,             Zombie number: 105
tick: 4507.0,             Human number: 0,             Zombie number: 105
tick: 4508.0,             Human number: 0,             Zombie number: 105
tick: 4509.0,             Human number: 0,             Zombie number: 105
tick: 4510.0,             Human number: 0,             Zombie number: 105
tick: 4511.0,             Human number: 0,             Zombie number: 105
tick: 4512.0,             Human number: 0,             Zombie number: 105
tick: 4513.0,             Human number: 0,             Zombie number: 105
tick: 4514.0,             Human number: 0,             Zombie number: 105
tick: 4515.0,             Human number: 0,             Zombie number: 105
tick: 4516.0,             Human number: 0,             Zombie number: 105
tick: 4517.0,             Human number: 0,             Zombie number: 105
tick: 4518.0,             Human number: 0,             Zombie number: 105
tick: 4519.0,             Human number: 0,             Zombie number: 105
tick: 4520.0,             Human number: 0,             Zombie number: 105
tick: 4521.0,             Human number: 0,             Zombie number: 105
tick: 4522.0,             Human number: 0,             Zombie number: 105
tick: 4523.0,             Human number: 0,             Zombie number: 105
tick: 4524.0,             Human number: 0,             Zombie number: 105
tick: 4525.0,             Human number: 0,             Zombie number: 105
tick: 4526.0,             Human number: 0,             Zombie number: 105
tick: 4527.0,             Human number: 0,             Zombie number: 105
tick: 4528.0,             Human number: 0,             Zombie number: 105
tick: 4529.0,             Human number: 0,             Zombie number: 105
tick: 4530.0,             Human number: 0,             Zombie number: 105
tick: 4531.0,             Human number: 0,             Zombie number: 105
tick: 4532.0,             Human number: 0,             Zombie number: 105
tick: 4533.0,             Human number: 0,             Zombie number: 105
tick: 4534.0,             Human number: 0,             Zombie number: 105
tick: 4535.0,             Human number: 0,             Zombie number: 105
tick: 4536.0,             Human number: 0,             Zombie number: 105
tick: 4537.0,             Human number: 0,             Zombie number: 105
tick: 4538.0,             Human number: 0,             Zombie number: 105
tick: 4539.0,             Human number: 0,             Zombie number: 105
tick: 4540.0,             Human number: 0,             Zombie number: 105
tick: 4541.0,             Human number: 0,             Zombie number: 105
tick: 4542.0,             Human number: 0,             Zombie number: 105
tick: 4543.0,             Human number: 0,             Zombie number: 105
tick: 4544.0,             Human number: 0,             Zombie number: 105
tick: 4545.0,             Human number: 0,             Zombie number: 105
tick: 4546.0,             Human number: 0,             Zombie number: 105
tick: 4547.0,             Human number: 0,             Zombie number: 105
tick: 4548.0,             Human number: 0,             Zombie number: 105
tick: 4549.0,             Human number: 0,             Zombie number: 105
tick: 4550.0,             Human number: 0,             Zombie number: 105
tick: 4551.0,             Human number: 0,             Zombie number: 105
tick: 4552.0,             Human number: 0,             Zombie number: 105
tick: 4553.0,             Human number: 0,             Zombie number: 105
tick: 4554.0,             Human number: 0,             Zombie number: 105
tick: 4555.0,             Human number: 0,             Zombie number: 105
tick: 4556.0,             Human number: 0,             Zombie number: 105
tick: 4557.0,             Human number: 0,             Zombie number: 105
tick: 4558.0,             Human number: 0,             Zombie number: 105
tick: 4559.0,             Human number: 0,             Zombie number: 105
tick: 4560.0,             Human number: 0,             Zombie number: 105
tick: 4561.0,             Human number: 0,             Zombie number: 105
tick: 4562.0,             Human number: 0,             Zombie number: 105
tick: 4563.0,             Human number: 0,             Zombie number: 105
tick: 4564.0,             Human number: 0,             Zombie number: 105
tick: 4565.0,             Human number: 0,             Zombie number: 105
tick: 4566.0,             Human number: 0,             Zombie number: 105
tick: 4567.0,             Human number: 0,             Zombie number: 105
tick: 4568.0,             Human number: 0,             Zombie number: 105
tick: 4569.0,             Human number: 0,             Zombie number: 105
tick: 4570.0,             Human number: 0,             Zombie number: 105
tick: 4571.0,             Human number: 0,             Zombie number: 105
tick: 4572.0,             Human number: 0,             Zombie number: 105
tick: 4573.0,             Human number: 0,             Zombie number: 105
tick: 4574.0,             Human number: 0,             Zombie number: 105
tick: 4575.0,             Human number: 0,             Zombie number: 105
tick: 4576.0,             Human number: 0,             Zombie number: 105
tick: 4577.0,             Human number: 0,             Zombie number: 105
tick: 4578.0,             Human number: 0,             Zombie number: 105
tick: 4579.0,             Human number: 0,             Zombie number: 105
tick: 4580.0,             Human number: 0,             Zombie number: 105
tick: 4581.0,             Human number: 0,             Zombie number: 105
tick: 4582.0,             Human number: 0,             Zombie number: 105
tick: 4583.0,             Human number: 0,             Zombie number: 105
tick: 4584.0,             Human number: 0,             Zombie number: 105
tick: 4585.0,             Human number: 0,             Zombie number: 105
tick: 4586.0,             Human number: 0,             Zombie number: 105
tick: 4587.0,             Human number: 0,             Zombie number: 105
tick: 4588.0,             Human number: 0,             Zombie number: 105
tick: 4589.0,             Human number: 0,             Zombie number: 105
tick: 4590.0,             Human number: 0,             Zombie number: 105
tick: 4591.0,             Human number: 0,             Zombie number: 105
tick: 4592.0,             Human number: 0,             Zombie number: 105
tick: 4593.0,             Human number: 0,             Zombie number: 105
tick: 4594.0,             Human number: 0,             Zombie number: 105
tick: 4595.0,             Human number: 0,             Zombie number: 105
tick: 4596.0,             Human number: 0,             Zombie number: 105
tick: 4597.0,             Human number: 0,             Zombie number: 105
tick: 4598.0,             Human number: 0,             Zombie number: 105
tick: 4599.0,             Human number: 0,             Zombie number: 105
tick: 4600.0,             Human number: 0,             Zombie number: 105
tick: 4601.0,             Human number: 0,             Zombie number: 105
tick: 4602.0,             Human number: 0,             Zombie number: 105
tick: 4603.0,             Human number: 0,             Zombie number: 105
tick: 4604.0,             Human number: 0,             Zombie number: 105
tick: 4605.0,             Human number: 0,             Zombie number: 105
tick: 4606.0,             Human number: 0,             Zombie number: 105
tick: 4607.0,             Human number: 0,             Zombie number: 105
tick: 4608.0,             Human number: 0,             Zombie number: 105
tick: 4609.0,             Human number: 0,             Zombie number: 105
tick: 4610.0,             Human number: 0,             Zombie number: 105
tick: 4611.0,             Human number: 0,             Zombie number: 105
tick: 4612.0,             Human number: 0,             Zombie number: 105
tick: 4613.0,             Human number: 0,             Zombie number: 105
tick: 4614.0,             Human number: 0,             Zombie number: 105
tick: 4615.0,             Human number: 0,             Zombie number: 105
tick: 4616.0,             Human number: 0,             Zombie number: 105
tick: 4617.0,             Human number: 0,             Zombie number: 105
tick: 4618.0,             Human number: 0,             Zombie number: 105
tick: 4619.0,             Human number: 0,             Zombie number: 105
tick: 4620.0,             Human number: 0,             Zombie number: 105
tick: 4621.0,             Human number: 0,             Zombie number: 105
tick: 4622.0,             Human number: 0,             Zombie number: 105
tick: 4623.0,             Human number: 0,             Zombie number: 105
tick: 4624.0,             Human number: 0,             Zombie number: 105
tick: 4625.0,             Human number: 0,             Zombie number: 105
tick: 4626.0,             Human number: 0,             Zombie number: 105
tick: 4627.0,             Human number: 0,             Zombie number: 105
tick: 4628.0,             Human number: 0,             Zombie number: 105
tick: 4629.0,             Human number: 0,             Zombie number: 105
tick: 4630.0,             Human number: 0,             Zombie number: 105
tick: 4631.0,             Human number: 0,             Zombie number: 105
tick: 4632.0,             Human number: 0,             Zombie number: 105
tick: 4633.0,             Human number: 0,             Zombie number: 105
tick: 4634.0,             Human number: 0,             Zombie number: 105
tick: 4635.0,             Human number: 0,             Zombie number: 105
tick: 4636.0,             Human number: 0,             Zombie number: 105
tick: 4637.0,             Human number: 0,             Zombie number: 105
tick: 4638.0,             Human number: 0,             Zombie number: 105
